State,Year,Quarter,Entity_type,Registered_users,District&pincode.1,id
Bihar,2022,Q3,pincode,223461,845401,10
Bihar,2022,Q3,pincode,183758,845438,10
Bihar,2022,Q3,pincode,153810,823001,10
Bihar,2022,Q3,pincode,139844,842001,10
Bihar,2022,Q3,pincode,134888,846004,10
Bihar,2022,Q3,pincode,132748,802301,10
Bihar,2022,Q3,pincode,131911,801503,10
Bihar,2022,Q4,district,2854738,Patna,10
Bihar,2022,Q4,district,1132096,Muzaffarpur,10
Bihar,2022,Q4,district,1079466,Purbi Champaran,10
Bihar,2022,Q4,district,902593,Gaya,10
Bihar,2022,Q4,district,817644,Pashchim Champaran,10
Bihar,2022,Q4,district,795553,Saran,10
Bihar,2022,Q4,district,793296,Samastipur,10
Bihar,2022,Q4,district,790218,Madhubani,10
Bihar,2022,Q4,district,787306,Darbhanga,10
Bihar,2022,Q4,district,723338,Vaishali,10
Bihar,2022,Q4,pincode,435858,800001,10
Bihar,2022,Q4,pincode,286403,800006,10
Bihar,2022,Q4,pincode,264853,800020,10
Bihar,2022,Q4,pincode,235479,845401,10
Bihar,2022,Q4,pincode,193467,845438,10
Bihar,2022,Q4,pincode,161778,823001,10
Bihar,2022,Q4,pincode,147230,842001,10
Bihar,2022,Q4,pincode,142051,846004,10
Bihar,2022,Q4,pincode,139772,802301,10
Bihar,2022,Q4,pincode,138639,801503,10
Chandigarh,2018,Q1,district,86268,Chandigarh,4
Chandigarh,2018,Q1,pincode,11805,160101,4
Chandigarh,2018,Q1,pincode,10228,160002,4
Chandigarh,2018,Q1,pincode,9118,160036,4
Chandigarh,2018,Q1,pincode,8701,160047,4
Chandigarh,2018,Q1,pincode,7205,160022,4
Chandigarh,2018,Q1,pincode,5082,160014,4
Chandigarh,2018,Q1,pincode,3791,160015,4
Chandigarh,2018,Q1,pincode,3568,160030,4
Chandigarh,2018,Q1,pincode,3384,160019,4
Chandigarh,2018,Q1,pincode,3161,160020,4
Chandigarh,2018,Q2,district,115219,Chandigarh,4
Chandigarh,2018,Q2,pincode,15846,160101,4
Chandigarh,2018,Q2,pincode,13532,160002,4
Chandigarh,2018,Q2,pincode,12172,160036,4
Chandigarh,2018,Q2,pincode,11636,160047,4
Chandigarh,2018,Q2,pincode,9558,160022,4
Chandigarh,2018,Q2,pincode,7019,160014,4
Chandigarh,2018,Q2,pincode,4883,160015,4
Chandigarh,2018,Q2,pincode,4840,160030,4
Chandigarh,2018,Q2,pincode,4407,160019,4
Chandigarh,2018,Q2,pincode,4165,160020,4
Chandigarh,2018,Q3,district,143893,Chandigarh,4
Chandigarh,2018,Q3,pincode,19810,160101,4
Chandigarh,2018,Q3,pincode,16929,160002,4
Chandigarh,2018,Q3,pincode,15103,160036,4
Chandigarh,2018,Q3,pincode,14492,160047,4
Chandigarh,2018,Q3,pincode,11963,160022,4
Chandigarh,2018,Q3,pincode,8884,160014,4
Chandigarh,2018,Q3,pincode,6087,160015,4
Chandigarh,2018,Q3,pincode,5895,160030,4
Chandigarh,2018,Q3,pincode,5610,160019,4
Chandigarh,2018,Q3,pincode,5211,160020,4
Chandigarh,2018,Q4,district,177747,Chandigarh,4
Chandigarh,2018,Q4,pincode,24670,160101,4
Chandigarh,2018,Q4,pincode,21350,160002,4
Chandigarh,2018,Q4,pincode,18721,160036,4
Chandigarh,2018,Q4,pincode,17732,160047,4
Chandigarh,2018,Q4,pincode,14640,160022,4
Chandigarh,2018,Q4,pincode,11285,160014,4
Chandigarh,2018,Q4,pincode,7435,160015,4
Chandigarh,2018,Q4,pincode,7194,160030,4
Chandigarh,2018,Q4,pincode,6759,160019,4
Chandigarh,2018,Q4,pincode,6374,160020,4
Chandigarh,2019,Q1,district,209175,Chandigarh,4
Chandigarh,2019,Q1,pincode,29177,160101,4
Chandigarh,2019,Q1,pincode,25286,160002,4
Chandigarh,2019,Q1,pincode,22093,160036,4
Chandigarh,2019,Q1,pincode,20696,160047,4
Chandigarh,2019,Q1,pincode,17171,160022,4
Chandigarh,2019,Q1,pincode,13548,160014,4
Chandigarh,2019,Q1,pincode,8582,160015,4
Chandigarh,2019,Q1,pincode,8239,160030,4
Chandigarh,2019,Q1,pincode,7885,160019,4
Chandigarh,2019,Q1,pincode,7361,160020,4
Chandigarh,2019,Q2,district,240439,Chandigarh,4
Chandigarh,2019,Q2,pincode,33226,160101,4
Chandigarh,2019,Q2,pincode,28840,160002,4
Chandigarh,2019,Q2,pincode,25318,160036,4
Chandigarh,2019,Q2,pincode,23915,160047,4
Chandigarh,2019,Q2,pincode,19707,160022,4
Chandigarh,2019,Q2,pincode,15583,160014,4
Chandigarh,2019,Q2,pincode,9647,160015,4
Chandigarh,2019,Q2,pincode,9337,160030,4
Chandigarh,2019,Q2,pincode,8964,160011,4
Chandigarh,2019,Q2,pincode,8898,160019,4
Chandigarh,2019,Q3,district,267337,Chandigarh,4
Chandigarh,2019,Q3,pincode,36777,160101,4
Chandigarh,2019,Q3,pincode,31994,160002,4
Chandigarh,2019,Q3,pincode,28167,160036,4
Chandigarh,2019,Q3,pincode,26498,160047,4
Chandigarh,2019,Q3,pincode,21892,160022,4
Chandigarh,2019,Q3,pincode,17435,160014,4
Chandigarh,2019,Q3,pincode,10735,160011,4
Chandigarh,2019,Q3,pincode,10628,160015,4
Chandigarh,2019,Q3,pincode,10239,160030,4
Chandigarh,2019,Q3,pincode,9821,160019,4
Chandigarh,2019,Q4,district,289590,Chandigarh,4
Chandigarh,2019,Q4,pincode,39986,160101,4
Chandigarh,2019,Q4,pincode,34899,160002,4
Chandigarh,2019,Q4,pincode,30449,160036,4
Chandigarh,2019,Q4,pincode,28715,160047,4
Chandigarh,2019,Q4,pincode,23574,160022,4
Chandigarh,2019,Q4,pincode,19040,160014,4
Chandigarh,2019,Q4,pincode,11692,160011,4
Chandigarh,2019,Q4,pincode,11476,160015,4
Chandigarh,2019,Q4,pincode,10959,160030,4
Chandigarh,2019,Q4,pincode,10540,160019,4
Chandigarh,2020,Q1,district,312887,Chandigarh,4
Chandigarh,2020,Q1,pincode,43456,160101,4
Chandigarh,2020,Q1,pincode,37722,160002,4
Chandigarh,2020,Q1,pincode,33042,160036,4
Chandigarh,2020,Q1,pincode,31101,160047,4
Chandigarh,2020,Q1,pincode,25119,160022,4
Chandigarh,2020,Q1,pincode,21073,160014,4
Chandigarh,2020,Q1,pincode,12511,160011,4
Chandigarh,2020,Q1,pincode,12196,160015,4
Chandigarh,2020,Q1,pincode,11732,160030,4
Chandigarh,2020,Q1,pincode,11241,160019,4
Chandigarh,2020,Q2,district,336351,Chandigarh,4
Chandigarh,2020,Q2,pincode,47100,160101,4
Chandigarh,2020,Q2,pincode,40795,160002,4
Chandigarh,2020,Q2,pincode,35489,160036,4
Chandigarh,2020,Q2,pincode,33566,160047,4
Chandigarh,2020,Q2,pincode,26409,160022,4
Chandigarh,2020,Q2,pincode,23291,160014,4
Chandigarh,2020,Q2,pincode,13058,160011,4
Chandigarh,2020,Q2,pincode,12817,160015,4
Chandigarh,2020,Q2,pincode,12456,160030,4
Chandigarh,2020,Q2,pincode,11973,160019,4
Chandigarh,2020,Q3,district,362588,Chandigarh,4
Chandigarh,2020,Q3,pincode,50901,160101,4
Chandigarh,2020,Q3,pincode,44149,160002,4
Chandigarh,2020,Q3,pincode,38339,160036,4
Chandigarh,2020,Q3,pincode,36323,160047,4
Chandigarh,2020,Q3,pincode,28178,160022,4
Chandigarh,2020,Q3,pincode,25601,160014,4
Chandigarh,2020,Q3,pincode,13598,160015,4
Chandigarh,2020,Q3,pincode,13532,160011,4
Chandigarh,2020,Q3,pincode,13346,160030,4
Chandigarh,2020,Q3,pincode,12815,160019,4
Chandigarh,2020,Q4,district,391402,Chandigarh,4
Chandigarh,2020,Q4,pincode,55221,160101,4
Chandigarh,2020,Q4,pincode,47806,160002,4
Chandigarh,2020,Q4,pincode,41473,160036,4
Chandigarh,2020,Q4,pincode,39470,160047,4
Chandigarh,2020,Q4,pincode,30329,160022,4
Chandigarh,2020,Q4,pincode,27809,160014,4
Chandigarh,2020,Q4,pincode,14608,160015,4
Chandigarh,2020,Q4,pincode,14336,160030,4
Chandigarh,2020,Q4,pincode,14092,160011,4
Chandigarh,2020,Q4,pincode,13806,160019,4
Chandigarh,2021,Q1,district,419998,Chandigarh,4
Chandigarh,2021,Q1,pincode,59366,160101,4
Chandigarh,2021,Q1,pincode,51384,160002,4
Chandigarh,2021,Q1,pincode,44518,160036,4
Chandigarh,2021,Q1,pincode,42473,160047,4
Chandigarh,2021,Q1,pincode,32441,160022,4
Chandigarh,2021,Q1,pincode,29983,160014,4
Chandigarh,2021,Q1,pincode,15642,160015,4
Chandigarh,2021,Q1,pincode,15357,160030,4
Chandigarh,2021,Q1,pincode,14949,160011,4
Chandigarh,2021,Q1,pincode,14773,160019,4
Chandigarh,2021,Q2,district,448572,Chandigarh,4
Chandigarh,2021,Q2,pincode,63492,160101,4
Chandigarh,2021,Q2,pincode,54973,160002,4
Chandigarh,2021,Q2,pincode,47535,160036,4
Chandigarh,2021,Q2,pincode,45337,160047,4
Chandigarh,2021,Q2,pincode,34573,160022,4
Chandigarh,2021,Q2,pincode,32068,160014,4
Chandigarh,2021,Q2,pincode,16673,160015,4
Chandigarh,2021,Q2,pincode,16402,160030,4
Chandigarh,2021,Q2,pincode,15925,160011,4
Chandigarh,2021,Q2,pincode,15784,160019,4
Chandigarh,2021,Q3,district,480463,Chandigarh,4
Chandigarh,2021,Q3,pincode,68033,160101,4
Chandigarh,2021,Q3,pincode,58992,160002,4
Chandigarh,2021,Q3,pincode,50920,160036,4
Chandigarh,2021,Q3,pincode,48505,160047,4
Chandigarh,2021,Q3,pincode,36978,160022,4
Chandigarh,2021,Q3,pincode,34469,160014,4
Chandigarh,2021,Q3,pincode,17785,160015,4
Chandigarh,2021,Q3,pincode,17596,160030,4
Chandigarh,2021,Q3,pincode,16987,160011,4
Chandigarh,2021,Q3,pincode,16871,160019,4
Chandigarh,2021,Q4,district,512092,Chandigarh,4
Chandigarh,2021,Q4,pincode,72637,160101,4
Chandigarh,2021,Q4,pincode,62969,160002,4
Chandigarh,2021,Q4,pincode,54223,160036,4
Chandigarh,2021,Q4,pincode,51660,160047,4
Chandigarh,2021,Q4,pincode,39282,160022,4
Chandigarh,2021,Q4,pincode,36857,160014,4
Chandigarh,2021,Q4,pincode,18899,160015,4
Chandigarh,2021,Q4,pincode,18735,160030,4
Chandigarh,2021,Q4,pincode,18061,160011,4
Chandigarh,2021,Q4,pincode,17944,160019,4
Chandigarh,2022,Q1,district,541549,Chandigarh,4
Chandigarh,2022,Q1,pincode,76960,160101,4
Chandigarh,2022,Q1,pincode,66680,160002,4
Chandigarh,2022,Q1,pincode,57265,160036,4
Chandigarh,2022,Q1,pincode,54598,160047,4
Chandigarh,2022,Q1,pincode,41445,160022,4
Chandigarh,2022,Q1,pincode,39045,160014,4
Chandigarh,2022,Q1,pincode,19940,160015,4
Chandigarh,2022,Q1,pincode,19799,160030,4
Chandigarh,2022,Q1,pincode,19085,160011,4
Chandigarh,2022,Q1,pincode,18943,160019,4
Chandigarh,2022,Q2,district,569582,Chandigarh,4
Chandigarh,2022,Q2,pincode,81030,160101,4
Chandigarh,2022,Q2,pincode,70202,160002,4
Chandigarh,2022,Q2,pincode,60207,160036,4
Chandigarh,2022,Q2,pincode,57439,160047,4
Chandigarh,2022,Q2,pincode,43479,160022,4
Chandigarh,2022,Q2,pincode,41121,160014,4
Chandigarh,2022,Q2,pincode,20944,160015,4
Chandigarh,2022,Q2,pincode,20822,160030,4
Chandigarh,2022,Q2,pincode,20043,160011,4
Chandigarh,2022,Q2,pincode,19907,160019,4
Chandigarh,2022,Q3,district,598698,Chandigarh,4
Chandigarh,2022,Q3,pincode,85368,160101,4
Chandigarh,2022,Q3,pincode,73870,160002,4
Chandigarh,2022,Q3,pincode,63231,160036,4
Chandigarh,2022,Q3,pincode,60295,160047,4
Chandigarh,2022,Q3,pincode,45609,160022,4
Chandigarh,2022,Q3,pincode,43314,160014,4
Chandigarh,2022,Q3,pincode,21953,160015,4
Chandigarh,2022,Q3,pincode,21889,160030,4
Chandigarh,2022,Q3,pincode,21003,160011,4
Chandigarh,2022,Q3,pincode,20886,160019,4
Chandigarh,2022,Q4,district,627563,Chandigarh,4
Chandigarh,2022,Q4,pincode,89650,160101,4
Chandigarh,2022,Q4,pincode,77592,160002,4
Chandigarh,2022,Q4,pincode,66174,160036,4
Chandigarh,2022,Q4,pincode,63191,160047,4
Chandigarh,2022,Q4,pincode,47654,160022,4
Chandigarh,2022,Q4,pincode,45488,160014,4
Chandigarh,2022,Q4,pincode,22959,160015,4
Chandigarh,2022,Q4,pincode,22922,160030,4
Chandigarh,2022,Q4,pincode,22005,160011,4
Chandigarh,2022,Q4,pincode,21875,160019,4
Chhattisgarh,2018,Q1,district,135308,Raipur,22
Chhattisgarh,2018,Q1,district,91516,Durg,22
Chhattisgarh,2018,Q1,district,68704,Bilaspur,22
Chhattisgarh,2018,Q1,district,51628,Raigarh,22
Chhattisgarh,2018,Q1,district,42297,Janjgir Champa,22
Chhattisgarh,2018,Q1,district,39075,Korba,22
Chhattisgarh,2018,Q1,district,26295,Rajnandgaon,22
Chhattisgarh,2018,Q1,district,22001,Surguja,22
Chhattisgarh,2018,Q1,district,21747,Baloda Bazar,22
Chhattisgarh,2018,Q1,district,19608,Mahasamund,22
Chhattisgarh,2018,Q1,pincode,33697,492001,22
Chhattisgarh,2018,Q1,pincode,31414,495001,22
Chhattisgarh,2018,Q1,pincode,17641,497001,22
Chhattisgarh,2018,Q1,pincode,16037,491001,22
Chhattisgarh,2018,Q1,pincode,14858,496005,22
Chhattisgarh,2018,Q1,pincode,14149,490023,22
Chhattisgarh,2018,Q1,pincode,13820,490006,22
Chhattisgarh,2018,Q1,pincode,13502,491441,22
Chhattisgarh,2018,Q1,pincode,12380,492009,22
Chhattisgarh,2018,Q1,pincode,11340,495450,22
Chhattisgarh,2018,Q2,district,185747,Raipur,22
Chhattisgarh,2018,Q2,district,124515,Durg,22
Chhattisgarh,2018,Q2,district,94888,Bilaspur,22
Chhattisgarh,2018,Q2,district,70970,Raigarh,22
Chhattisgarh,2018,Q2,district,60185,Janjgir Champa,22
Chhattisgarh,2018,Q2,district,54105,Korba,22
Chhattisgarh,2018,Q2,district,38120,Rajnandgaon,22
Chhattisgarh,2018,Q2,district,32314,Baloda Bazar,22
Chhattisgarh,2018,Q2,district,30374,Surguja,22
Chhattisgarh,2018,Q2,district,28208,Mahasamund,22
Chhattisgarh,2018,Q2,pincode,46075,492001,22
Chhattisgarh,2018,Q2,pincode,42241,495001,22
Chhattisgarh,2018,Q2,pincode,24183,497001,22
Chhattisgarh,2018,Q2,pincode,21986,491001,22
Chhattisgarh,2018,Q2,pincode,20104,496005,22
Chhattisgarh,2018,Q2,pincode,19029,490023,22
Chhattisgarh,2018,Q2,pincode,18770,491441,22
Chhattisgarh,2018,Q2,pincode,18260,490006,22
Chhattisgarh,2018,Q2,pincode,16914,492009,22
Chhattisgarh,2018,Q2,pincode,15410,495450,22
Chhattisgarh,2018,Q3,district,231146,Raipur,22
Chhattisgarh,2018,Q3,district,150753,Durg,22
Chhattisgarh,2018,Q3,district,119415,Bilaspur,22
Chhattisgarh,2018,Q3,district,89911,Raigarh,22
Chhattisgarh,2018,Q3,district,77834,Janjgir Champa,22
Chhattisgarh,2018,Q3,district,68746,Korba,22
Chhattisgarh,2018,Q3,district,50271,Rajnandgaon,22
Chhattisgarh,2018,Q3,district,43335,Baloda Bazar,22
Chhattisgarh,2018,Q3,district,40025,Surguja,22
Chhattisgarh,2018,Q3,district,36628,Mahasamund,22
Chhattisgarh,2018,Q3,pincode,56931,492001,22
Chhattisgarh,2018,Q3,pincode,51338,495001,22
Chhattisgarh,2018,Q3,pincode,31248,497001,22
Chhattisgarh,2018,Q3,pincode,26913,491001,22
Chhattisgarh,2018,Q3,pincode,24939,496005,22
Chhattisgarh,2018,Q3,pincode,23726,491441,22
Chhattisgarh,2018,Q3,pincode,22719,490023,22
Chhattisgarh,2018,Q3,pincode,21320,490006,22
Chhattisgarh,2018,Q3,pincode,20833,492009,22
Chhattisgarh,2018,Q3,pincode,19323,495450,22
Chhattisgarh,2018,Q4,district,289198,Raipur,22
Chhattisgarh,2018,Q4,district,185746,Durg,22
Chhattisgarh,2018,Q4,district,153972,Bilaspur,22
Chhattisgarh,2018,Q4,district,116785,Raigarh,22
Chhattisgarh,2018,Q4,district,107156,Janjgir Champa,22
Chhattisgarh,2018,Q4,district,88680,Korba,22
Chhattisgarh,2018,Q4,district,64828,Rajnandgaon,22
Chhattisgarh,2018,Q4,district,60270,Baloda Bazar,22
Chhattisgarh,2018,Q4,district,51776,Surguja,22
Chhattisgarh,2018,Q4,district,47626,Mahasamund,22
Chhattisgarh,2018,Q4,pincode,70803,492001,22
Chhattisgarh,2018,Q4,pincode,63849,495001,22
Chhattisgarh,2018,Q4,pincode,39828,497001,22
Chhattisgarh,2018,Q4,pincode,33311,491001,22
Chhattisgarh,2018,Q4,pincode,31493,496005,22
Chhattisgarh,2018,Q4,pincode,29687,491441,22
Chhattisgarh,2018,Q4,pincode,27817,490023,22
Chhattisgarh,2018,Q4,pincode,26001,492009,22
Chhattisgarh,2018,Q4,pincode,25695,490006,22
Chhattisgarh,2018,Q4,pincode,24526,495450,22
Chhattisgarh,2019,Q1,district,351495,Raipur,22
Chhattisgarh,2019,Q1,district,224058,Durg,22
Chhattisgarh,2019,Q1,district,184636,Bilaspur,22
Chhattisgarh,2019,Q1,district,139059,Raigarh,22
Chhattisgarh,2019,Q1,district,130114,Janjgir Champa,22
Chhattisgarh,2019,Q1,district,105570,Korba,22
Chhattisgarh,2019,Q1,district,78320,Rajnandgaon,22
Chhattisgarh,2019,Q1,district,73454,Baloda Bazar,22
Chhattisgarh,2019,Q1,district,62300,Surguja,22
Chhattisgarh,2019,Q1,district,56953,Mahasamund,22
Chhattisgarh,2019,Q1,pincode,86083,492001,22
Chhattisgarh,2019,Q1,pincode,75175,495001,22
Chhattisgarh,2019,Q1,pincode,47425,497001,22
Chhattisgarh,2019,Q1,pincode,40489,491001,22
Chhattisgarh,2019,Q1,pincode,37229,496005,22
Chhattisgarh,2019,Q1,pincode,35384,491441,22
Chhattisgarh,2019,Q1,pincode,33849,490023,22
Chhattisgarh,2019,Q1,pincode,32208,492009,22
Chhattisgarh,2019,Q1,pincode,30575,490006,22
Chhattisgarh,2019,Q1,pincode,28696,495450,22
Chhattisgarh,2019,Q2,district,405792,Raipur,22
Chhattisgarh,2019,Q2,district,257557,Durg,22
Chhattisgarh,2019,Q2,district,209039,Bilaspur,22
Chhattisgarh,2019,Q2,district,156178,Raigarh,22
Chhattisgarh,2019,Q2,district,147327,Janjgir Champa,22
Chhattisgarh,2019,Q2,district,119540,Korba,22
Chhattisgarh,2019,Q2,district,91198,Rajnandgaon,22
Chhattisgarh,2019,Q2,district,84458,Baloda Bazar,22
Chhattisgarh,2019,Q2,district,71076,Surguja,22
Chhattisgarh,2019,Q2,district,65492,Mahasamund,22
Chhattisgarh,2019,Q2,pincode,101202,492001,22
Chhattisgarh,2019,Q2,pincode,83752,495001,22
Chhattisgarh,2019,Q2,pincode,53805,497001,22
Chhattisgarh,2019,Q2,pincode,47000,491001,22
Chhattisgarh,2019,Q2,pincode,41612,496005,22
Chhattisgarh,2019,Q2,pincode,40731,491441,22
Chhattisgarh,2019,Q2,pincode,38778,490023,22
Chhattisgarh,2019,Q2,pincode,37269,492009,22
Chhattisgarh,2019,Q2,pincode,34533,490006,22
Chhattisgarh,2019,Q2,pincode,31991,495450,22
Chhattisgarh,2019,Q3,district,455785,Raipur,22
Chhattisgarh,2019,Q3,district,289803,Durg,22
Chhattisgarh,2019,Q3,district,230364,Bilaspur,22
Chhattisgarh,2019,Q3,district,170447,Raigarh,22
Chhattisgarh,2019,Q3,district,161232,Janjgir Champa,22
Chhattisgarh,2019,Q3,district,131850,Korba,22
Chhattisgarh,2019,Q3,district,101617,Rajnandgaon,22
Chhattisgarh,2019,Q3,district,93416,Baloda Bazar,22
Chhattisgarh,2019,Q3,district,79170,Surguja,22
Chhattisgarh,2019,Q3,district,72039,Mahasamund,22
Chhattisgarh,2019,Q3,pincode,114627,492001,22
Chhattisgarh,2019,Q3,pincode,91881,495001,22
Chhattisgarh,2019,Q3,pincode,60207,497001,22
Chhattisgarh,2019,Q3,pincode,53426,491001,22
Chhattisgarh,2019,Q3,pincode,45607,496005,22
Chhattisgarh,2019,Q3,pincode,45344,491441,22
Chhattisgarh,2019,Q3,pincode,43443,490023,22
Chhattisgarh,2019,Q3,pincode,41984,492009,22
Chhattisgarh,2019,Q3,pincode,38436,490006,22
Chhattisgarh,2019,Q3,pincode,35125,495450,22
Chhattisgarh,2019,Q4,district,506122,Raipur,22
Chhattisgarh,2019,Q4,district,321390,Durg,22
Chhattisgarh,2019,Q4,district,257350,Bilaspur,22
Chhattisgarh,2019,Q4,district,189764,Raigarh,22
Chhattisgarh,2019,Q4,district,180195,Janjgir Champa,22
Chhattisgarh,2019,Q4,district,147812,Korba,22
Chhattisgarh,2019,Q4,district,113965,Rajnandgaon,22
Chhattisgarh,2019,Q4,district,104742,Baloda Bazar,22
Chhattisgarh,2019,Q4,district,89297,Surguja,22
Chhattisgarh,2019,Q4,district,80893,Mahasamund,22
Chhattisgarh,2019,Q4,pincode,126984,492001,22
Chhattisgarh,2019,Q4,pincode,101245,495001,22
Chhattisgarh,2019,Q4,pincode,67647,497001,22
Chhattisgarh,2019,Q4,pincode,59454,491001,22
Chhattisgarh,2019,Q4,pincode,50228,491441,22
Chhattisgarh,2019,Q4,pincode,49927,496005,22
Chhattisgarh,2019,Q4,pincode,47785,490023,22
Chhattisgarh,2019,Q4,pincode,46345,492009,22
Chhattisgarh,2019,Q4,pincode,42008,490006,22
Chhattisgarh,2019,Q4,pincode,38901,495450,22
Chhattisgarh,2020,Q1,district,559412,Raipur,22
Chhattisgarh,2020,Q1,district,353311,Durg,22
Chhattisgarh,2020,Q1,district,284320,Bilaspur,22
Chhattisgarh,2020,Q1,district,208338,Raigarh,22
Chhattisgarh,2020,Q1,district,199431,Janjgir Champa,22
Chhattisgarh,2020,Q1,district,163500,Korba,22
Chhattisgarh,2020,Q1,district,126699,Rajnandgaon,22
Chhattisgarh,2020,Q1,district,115907,Baloda Bazar,22
Chhattisgarh,2020,Q1,district,98711,Surguja,22
Chhattisgarh,2020,Q1,district,89942,Mahasamund,22
Chhattisgarh,2020,Q1,pincode,140048,492001,22
Chhattisgarh,2020,Q1,pincode,110715,495001,22
Chhattisgarh,2020,Q1,pincode,74566,497001,22
Chhattisgarh,2020,Q1,pincode,65631,491001,22
Chhattisgarh,2020,Q1,pincode,55399,491441,22
Chhattisgarh,2020,Q1,pincode,54386,496005,22
Chhattisgarh,2020,Q1,pincode,52266,490023,22
Chhattisgarh,2020,Q1,pincode,51146,492009,22
Chhattisgarh,2020,Q1,pincode,45425,490006,22
Chhattisgarh,2020,Q1,pincode,42930,495450,22
Chhattisgarh,2020,Q2,district,616931,Raipur,22
Chhattisgarh,2020,Q2,district,387874,Durg,22
Chhattisgarh,2020,Q2,district,316669,Bilaspur,22
Chhattisgarh,2020,Q2,district,233080,Raigarh,22
Chhattisgarh,2020,Q2,district,227716,Janjgir Champa,22
Chhattisgarh,2020,Q2,district,184399,Korba,22
Chhattisgarh,2020,Q2,district,146098,Rajnandgaon,22
Chhattisgarh,2020,Q2,district,134301,Baloda Bazar,22
Chhattisgarh,2020,Q2,district,110765,Surguja,22
Chhattisgarh,2020,Q2,district,103117,Mahasamund,22
Chhattisgarh,2020,Q2,pincode,151787,492001,22
Chhattisgarh,2020,Q2,pincode,120117,495001,22
Chhattisgarh,2020,Q2,pincode,83017,497001,22
Chhattisgarh,2020,Q2,pincode,72228,491001,22
Chhattisgarh,2020,Q2,pincode,62172,491441,22
Chhattisgarh,2020,Q2,pincode,59452,496005,22
Chhattisgarh,2020,Q2,pincode,56411,490023,22
Chhattisgarh,2020,Q2,pincode,55679,492009,22
Chhattisgarh,2020,Q2,pincode,48734,490006,22
Chhattisgarh,2020,Q2,pincode,47509,495450,22
Chhattisgarh,2020,Q3,district,679027,Raipur,22
Chhattisgarh,2020,Q3,district,426052,Durg,22
Chhattisgarh,2020,Q3,district,349586,Bilaspur,22
Chhattisgarh,2020,Q3,district,259581,Raigarh,22
Chhattisgarh,2020,Q3,district,254275,Janjgir Champa,22
Chhattisgarh,2020,Q3,district,204448,Korba,22
Chhattisgarh,2020,Q3,district,166416,Rajnandgaon,22
Chhattisgarh,2020,Q3,district,150975,Baloda Bazar,22
Chhattisgarh,2020,Q3,district,124081,Surguja,22
Chhattisgarh,2020,Q3,district,116370,Mahasamund,22
Chhattisgarh,2020,Q3,pincode,164803,492001,22
Chhattisgarh,2020,Q3,pincode,131279,495001,22
Chhattisgarh,2020,Q3,pincode,92438,497001,22
Chhattisgarh,2020,Q3,pincode,79505,491001,22
Chhattisgarh,2020,Q3,pincode,69637,491441,22
Chhattisgarh,2020,Q3,pincode,65408,496005,22
Chhattisgarh,2020,Q3,pincode,61657,490023,22
Chhattisgarh,2020,Q3,pincode,60889,492009,22
Chhattisgarh,2020,Q3,pincode,52709,490006,22
Chhattisgarh,2020,Q3,pincode,52395,495450,22
Chhattisgarh,2020,Q4,district,743167,Raipur,22
Chhattisgarh,2020,Q4,district,464870,Durg,22
Chhattisgarh,2020,Q4,district,384115,Bilaspur,22
